Gender,Customers,Churners,Churn_Rate,Churn_Rate_Pct,Churn_Contribution_Pct
Female,4543,1139,0.2507153863086066,25.071538630860662,55.91556210112911
Male,5457,898,0.16455928165658787,16.455928165658786,44.08443789887089
